ID;FECHAVENTA;PRODUCTOCOMPRADO;CANALVENTA;IMPORTE
6353328;17/2/2017 0:00;VP Informe;WEB;22
6353456;17/2/2017 0:00;VP Informe;WEB;15
6353456;17/2/2017 0:00;VP Informe;WEB;15
6353456;17/2/2017 0:00;VP Informe;WEB;15
6353515;17/2/2017 0:00;VP Informe;WEB;22
6353456;17/2/2017 0:00;VP Informe;WEB;15
6378399;13/3/2017 0:00;VP Informe;WEB;15
6380549;13/3/2017 0:00;VP Informe;WEB;15
6376480;13/3/2017 0:00;Plan;WEB;210
6372901;13/3/2017 0:00;Bono;WEB;100
6341956;13/3/2017 0:00;VP Informe;WEB;50
6326580;24/1/2017 0:00;VP Informe;WEB;22
6326580;24/1/2017 0:00;VP Informe;WEB;22
6326263;24/1/2017 0:00;VP Informe;WEB;15
6327290;24/1/2017 0:00;Bono;WEB;1000
6327586;24/1/2017 0:00;VP Informe;WEB;22
6327507;25/1/2017 0:00;VP Informe;WEB;15
6328602;25/1/2017 0:00;VP Informe;WEB;15
6325490;25/1/2017 0:00;VP Informe;WEB;50
6329587;26/1/2017 0:00;VP Informe;WEB;15
6329735;26/1/2017 0:00;VP Informe;WEB;22
6329735;26/1/2017 0:00;VP Informe;WEB;70
6353515;17/2/2017 0:00;VP Informe;WEB;15
6353515;18/2/2017 0:00;Bono;WEB;100
6353515;18/2/2017 0:00;VP Informe;WEB;15
6341252;19/2/2017 0:00;VP Informe;WEB;15
6324868;19/2/2017 0:00;VP Informe;WEB;15
6355570;20/2/2017 0:00;VP Informe;WEB;15
6355789;20/2/2017 0:00;VP Informe;WEB;15
6355789;20/2/2017 0:00;VP Informe;WEB;22
6382514;14/3/2017 0:00;VP Informe;WEB;22
6382792;14/3/2017 0:00;VP Informe;WEB;15
6382792;14/3/2017 0:00;VP Informe;WEB;15
6383269;15/3/2017 0:00;VP Informe;WEB;22
6383343;15/3/2017 0:00;VP Informe;WEB;22
6383343;15/3/2017 0:00;VP Informe;WEB;22
6330010;26/1/2017 0:00;VP Informe;WEB;70
6330197;26/1/2017 0:00;VP Informe;WEB;22
6330645;27/1/2017 0:00;VP Informe;WEB;22
6315881;27/1/2017 0:00;VP Informe;WEB;22
6331352;27/1/2017 0:00;VP Informe;WEB;50
6355789;20/2/2017 0:00;VP Informe;WEB;50
6355789;20/2/2017 0:00;VP Informe;WEB;35
6355789;20/2/2017 0:00;VP Informe;WEB;35
6355789;20/2/2017 0:00;VP Informe;WEB;70
6356780;20/2/2017 0:00;VP Informe;WEB;22
6356780;20/2/2017 0:00;VP Informe;WEB;22
6356780;20/2/2017 0:00;VP Informe;WEB;22
6357664;21/2/2017 0:00;VP Informe;WEB;15
6383343;15/3/2017 0:00;VP Informe;WEB;22
6384286;15/3/2017 0:00;VP Informe;WEB;35
6383455;15/3/2017 0:00;VP Informe;WEB;15
6383455;15/3/2017 0:00;VP Informe;WEB;22
6384911;16/3/2017 0:00;VP Informe;WEB;88
6331792;28/1/2017 0:00;VP Informe;WEB;35
6331895;28/1/2017 0:00;VP Informe;WEB;15
6329507;30/1/2017 0:00;VP Informe;WEB;22
6334778;31/1/2017 0:00;VP Informe;WEB;50
6358048;21/2/2017 0:00;VP Informe;WEB;110
6359177;22/2/2017 0:00;VP Informe;WEB;35
6359177;22/2/2017 0:00;VP Informe;WEB;50
6385679;16/3/2017 0:00;VP Informe;WEB;22
6387246;17/3/2017 0:00;VP Informe;WEB;50
6389279;21/3/2017 0:00;VP Informe;WEB;22
6334873;31/1/2017 0:00;VP Informe;WEB;22
6334909;31/1/2017 0:00;VP Informe;WEB;70
6335326;1/2/2017 0:00;VP Informe;CALLCENTER;50
6335326;1/2/2017 0:00;VP Informe;CALLCENTER;50
6335326;1/2/2017 0:00;VP Informe;CALLCENTER;50
6386995;23/5/2017 0:00;VP Informe;WEB;35
6433408;23/5/2017 0:00;VP Informe;WEB;22
6392524;23/3/2017 0:00;VP Informe;WEB;22
6393009;23/3/2017 0:00;VP Informe;WEB;22
6393828;24/3/2017 0:00;VP Informe;WEB;22
6393210;24/3/2017 0:00;Bono;CALLCENTER;1000
6425376;17/4/2017 0:00;VP Informe;WEB;15
6422002;17/4/2017 0:00;VP Informe;WEB;35
6458773;5/5/2017 0:00;VP Informe;WEB;15
6396091;6/5/2017 0:00;VP Informe;WEB;15
6460329;6/5/2017 0:00;VP Informe;WEB;15
6398524;7/5/2017 0:00;VP Informe;WEB;50
6398524;7/5/2017 0:00;VP Informe;WEB;15
6508249;1/6/2017 0:00;VP Informe;WEB;22
6508844;1/6/2017 0:00;VP Informe;WEB;22
6394623;24/3/2017 0:00;VP Informe;WEB;22
6357458;24/3/2017 0:00;VP Informe;WEB;15
6341252;25/3/2017 0:00;VP Informe;WEB;15
6341252;25/3/2017 0:00;VP Informe;WEB;15
6341252;25/3/2017 0:00;VP Informe;WEB;15
6395828;25/3/2017 0:00;VP Informe;WEB;35
6386432;25/3/2017 0:00;VP Informe;WEB;15
6396374;26/3/2017 0:00;VP Informe;WEB;22
6427462;18/4/2017 0:00;VP Informe;WEB;22
6406952;18/4/2017 0:00;VP Informe;WEB;35
6406952;18/4/2017 0:00;VP Informe;WEB;15
6427726;18/4/2017 0:00;VP Informe;WEB;15
6407156;18/4/2017 0:00;VP Informe;WEB;50
6428886;18/4/2017 0:00;VP Informe;WEB;22
6428939;18/4/2017 0:00;VP Informe;WEB;15
6428939;18/4/2017 0:00;Bono;WEB;100
6454795;8/5/2017 0:00;VP Informe;CALLCENTER;50
6421480;8/5/2017 0:00;VP Informe;WEB;35
6507354;1/6/2017 0:00;VP Informe;WEB;50
6509371;1/6/2017 0:00;VP Informe;WEB;35
6509424;1/6/2017 0:00;VP Informe;WEB;22
6509940;2/6/2017 0:00;VP Informe;WEB;15
6409849;2/6/2017 0:00;VP Informe;WEB;15
6479628;2/6/2017 0:00;VP Informe;WEB;22
6510459;2/6/2017 0:00;VP Informe;CALLCENTER;22
6510809;2/6/2017 0:00;VP Informe;WEB;50
6448219;2/6/2017 0:00;VP Informe;WEB;22
6448219;2/6/2017 0:00;VP Informe;WEB;35
6396729;27/3/2017 0:00;VP Informe;WEB;22
6396864;27/3/2017 0:00;VP Informe;WEB;22
6429085;18/4/2017 0:00;VP Informe;WEB;22
6429085;18/4/2017 0:00;VP Informe;WEB;15
6429085;19/4/2017 0:00;VP Informe;WEB;15
6425804;19/4/2017 0:00;VP Informe;WEB;22
6423316;19/4/2017 0:00;Bono;CALLCENTER;100
6334422;19/4/2017 0:00;Plan;CALLCENTER;252
6401419;19/4/2017 0:00;VP Informe;WEB;35
6430316;19/4/2017 0:00;VP Informe;WEB;22
6430316;19/4/2017 0:00;VP Informe;WEB;50
6341240;8/5/2017 0:00;VP Informe;WEB;35
6447942;8/5/2017 0:00;VP Informe;WEB;50
6368525;8/5/2017 0:00;VP Informe;CALLCENTER;22
6462648;8/5/2017 0:00;VP Informe;WEB;35
6444988;8/5/2017 0:00;Bono;CALLCENTER;400
6428886;8/5/2017 0:00;VP Informe;WEB;35
6396803;9/5/2017 0:00;VP Informe;WEB;15
6437821;9/5/2017 0:00;VP Informe;WEB;22
6511117;2/6/2017 0:00;VP Informe;WEB;22
6471833;3/6/2017 0:00;VP Informe;WEB;15
6471833;3/6/2017 0:00;VP Informe;WEB;15
6471833;3/6/2017 0:00;VP Informe;WEB;15
6513302;4/6/2017 0:00;VP Informe;WEB;15
6513691;5/6/2017 0:00;VP Informe;WEB;18
6513990;5/6/2017 0:00;VP Informe;WEB;22
6397464;27/3/2017 0:00;VP Informe;CALLCENTER;50
6397909;27/3/2017 0:00;VP Informe;WEB;50
6397909;27/3/2017 0:00;VP Informe;WEB;50
6351270;27/3/2017 0:00;VP Informe;WEB;22
6398096;27/3/2017 0:00;VP Informe;WEB;22
6398140;27/3/2017 0:00;VP Informe;WEB;22
6430414;19/4/2017 0:00;Bono;CALLCENTER;500
6425912;19/4/2017 0:00;VP Informe;WEB;22
6431708;20/4/2017 0:00;VP Informe;WEB;22
6389279;20/4/2017 0:00;VP Informe;WEB;22
6433011;20/4/2017 0:00;VP Informe;WEB;22
6433373;20/4/2017 0:00;VP Informe;WEB;22
6462341;9/5/2017 0:00;VP Informe;CALLCENTER;22
6461327;9/5/2017 0:00;VP Informe;WEB;70
6437821;9/5/2017 0:00;VP Informe;WEB;22
6510045;5/6/2017 0:00;Bono;CALLCENTER;1000
6514000;5/6/2017 0:00;VP Informe;WEB;22
6514577;5/6/2017 0:00;Plan;WEB;414
6322675;5/6/2017 0:00;VP Informe;WEB;18
6515058;5/6/2017 0:00;VP Informe;WEB;15
6515752;5/6/2017 0:00;VP Informe;WEB;15
6420726;6/6/2017 0:00;Bono;WEB;100
6516684;6/6/2017 0:00;Bono;CALLCENTER;100
6398118;27/3/2017 0:00;Bono;CALLCENTER;100
6390353;28/3/2017 0:00;VP Informe;WEB;70
6399867;29/3/2017 0:00;VP Informe;WEB;70
6386995;29/3/2017 0:00;VP Informe;WEB;18
6393828;21/4/2017 0:00;VP Informe;WEB;22
6393828;21/4/2017 0:00;VP Informe;WEB;22
6433756;21/4/2017 0:00;VP Informe;WEB;15
6389279;21/4/2017 0:00;VP Informe;WEB;22
6434290;21/4/2017 0:00;VP Informe;WEB;15
6393828;21/4/2017 0:00;VP Informe;WEB;22
6434896;21/4/2017 0:00;VP Informe;WEB;22
6435027;21/4/2017 0:00;VP Informe;WEB;22
6435105;21/4/2017 0:00;VP Informe;WEB;35
6430548;21/4/2017 0:00;VP Informe;WEB;22
6464093;9/5/2017 0:00;VP Informe;WEB;22
6464093;9/5/2017 0:00;VP Informe;WEB;22
6443842;10/5/2017 0:00;VP Informe;WEB;18
6458734;10/5/2017 0:00;VP Informe;WEB;35
6432777;23/5/2017 0:00;VP Informe;WEB;22
6433408;23/5/2017 0:00;VP Informe;WEB;22
6338002;23/5/2017 0:00;VP Informe;WEB;35
6353454;23/5/2017 0:00;VP Informe;WEB;22
6392052;23/5/2017 0:00;VP Informe;WEB;22
6493362;23/5/2017 0:00;VP Informe;WEB;35
6401248;29/3/2017 0:00;VP Informe;WEB;15
6401419;29/3/2017 0:00;VP Informe;WEB;50
6389279;29/3/2017 0:00;VP Informe;WEB;22
6422799;24/4/2017 0:00;VP Informe;WEB;22
6422799;24/4/2017 0:00;VP Informe;WEB;22
6421232;24/4/2017 0:00;VP Informe;WEB;22
6410373;24/4/2017 0:00;VP Informe;WEB;50
6438642;24/4/2017 0:00;VP Informe;WEB;22
6466604;10/5/2017 0:00;Bono;WEB;200
6467551;10/5/2017 0:00;VP Informe;WEB;70
6467551;10/5/2017 0:00;VP Informe;WEB;70
6467589;10/5/2017 0:00;Bono;CALLCENTER;500
6421232;10/5/2017 0:00;VP Informe;WEB;110
6468195;10/5/2017 0:00;VP Informe;WEB;22
6420627;11/5/2017 0:00;VP Informe;WEB;35
6468162;11/5/2017 0:00;VP Informe;WEB;22
6487654;24/5/2017 0:00;VP Informe;WEB;22
6338761;24/5/2017 0:00;Bono;WEB;100
6493696;24/5/2017 0:00;VP Informe;WEB;22
6492790;24/5/2017 0:00;Bono;CALLCENTER;400
6326580;24/5/2017 0:00;Bono;WEB;100
6401419;29/3/2017 0:00;VP Informe;WEB;15
6401760;29/3/2017 0:00;VP Informe;WEB;22
6401760;29/3/2017 0:00;VP Informe;WEB;22
6401987;29/3/2017 0:00;VP Informe;WEB;22
6376739;30/3/2017 0:00;VP Informe;WEB;22
6402874;30/3/2017 0:00;VP Informe;WEB;22
6401276;24/4/2017 0:00;Bono;CALLCENTER;300
6397241;24/4/2017 0:00;VP Informe;WEB;22
6439118;24/4/2017 0:00;VP Informe;WEB;22
6437821;25/4/2017 0:00;VP Informe;WEB;22
6437821;25/4/2017 0:00;VP Informe;WEB;22
6440496;25/4/2017 0:00;VP Informe;WEB;50
6439642;25/4/2017 0:00;VP Informe;CALLCENTER;70
6441453;25/4/2017 0:00;VP Informe;WEB;35
6441419;25/4/2017 0:00;VP Informe;WEB;22
6468162;11/5/2017 0:00;VP Informe;WEB;22
6469727;11/5/2017 0:00;Plan;CALLCENTER;252
6470121;11/5/2017 0:00;VP Informe;WEB;35
6404223;11/5/2017 0:00;VP Informe;WEB;15
6461327;11/5/2017 0:00;Bono;WEB;200
6461327;11/5/2017 0:00;VP Informe;WEB;50
6461327;11/5/2017 0:00;VP Informe;WEB;35
6464093;11/5/2017 0:00;VP Informe;WEB;22
6494320;24/5/2017 0:00;VP Informe;WEB;15
6474581;24/5/2017 0:00;VP Informe;WEB;22
6494511;24/5/2017 0:00;VP Informe;WEB;22
6493774;24/5/2017 0:00;VP Informe;WEB;35
6495173;24/5/2017 0:00;Bono;CALLCENTER;1500
6494534;24/5/2017 0:00;VP Informe;CALLCENTER;15
6494534;24/5/2017 0:00;VP Informe;CALLCENTER;15
6494534;24/5/2017 0:00;VP Informe;CALLCENTER;15
6494534;24/5/2017 0:00;VP Informe;CALLCENTER;15
6494117;24/5/2017 0:00;Plan;WEB;252
6494511;24/5/2017 0:00;VP Informe;WEB;15
6342727;30/3/2017 0:00;VP Informe;WEB;18
6442004;26/4/2017 0:00;VP Informe;WEB;70
6442298;26/4/2017 0:00;VP Informe;WEB;22
6442123;26/4/2017 0:00;Plan;WEB;252
6415138;26/4/2017 0:00;VP Informe;WEB;15
6441419;26/4/2017 0:00;VP Informe;WEB;35
6443050;26/4/2017 0:00;Bono;WEB;14
6443050;26/4/2017 0:00;Bono;WEB;200
6443079;26/4/2017 0:00;VP Informe;WEB;70
6441189;26/4/2017 0:00;Bono;CALLCENTER;630
6443770;26/4/2017 0:00;VP Informe;WEB;70
6464093;11/5/2017 0:00;VP Informe;WEB;22
6389279;11/5/2017 0:00;VP Informe;WEB;22
6465227;11/5/2017 0:00;Plan;CALLCENTER;345
6471833;12/5/2017 0:00;VP Informe;WEB;22
6471833;12/5/2017 0:00;VP Informe;WEB;22
6472266;12/5/2017 0:00;VP Informe;CALLCENTER;50
6469180;12/5/2017 0:00;VP Informe;WEB;22
6494511;24/5/2017 0:00;VP Informe;WEB;15
6495799;24/5/2017 0:00;VP Informe;WEB;22
6387954;24/5/2017 0:00;VP Informe;WEB;22
6387954;24/5/2017 0:00;VP Informe;WEB;22
6471833;25/5/2017 0:00;VP Informe;WEB;22
6407156;25/5/2017 0:00;VP Informe;WEB;50
6404223;31/3/2017 0:00;VP Informe;WEB;22
6404846;31/3/2017 0:00;VP Informe;CALLCENTER;50
6402703;31/3/2017 0:00;VP Informe;WEB;22
6367848;31/3/2017 0:00;VP Informe;WEB;15
6405631;1/4/2017 0:00;Bono;WEB;14
6405845;1/4/2017 0:00;VP Informe;WEB;22
6405845;1/4/2017 0:00;VP Informe;WEB;22
6405845;1/4/2017 0:00;VP Informe;WEB;22
6411339;26/4/2017 0:00;VP Informe;WEB;22
6427462;27/4/2017 0:00;VP Informe;WEB;22
6443770;27/4/2017 0:00;VP Informe;WEB;50
6420726;27/4/2017 0:00;VP Informe;WEB;35
6472771;12/5/2017 0:00;VP Informe;WEB;15
6472832;12/5/2017 0:00;VP Informe;WEB;22
6472986;12/5/2017 0:00;VP Informe;WEB;22
6474096;14/5/2017 0:00;VP Informe;WEB;50
6474096;14/5/2017 0:00;VP Informe;WEB;70
6474581;14/5/2017 0:00;VP Informe;WEB;22
6309127;14/5/2017 0:00;VP Informe;WEB;35
6474818;15/5/2017 0:00;VP Informe;WEB;50
6471833;15/5/2017 0:00;VP Informe;WEB;22
6474986;15/5/2017 0:00;VP Informe;WEB;50
6440593;15/5/2017 0:00;Bono;WEB;200
6475250;15/5/2017 0:00;VP Informe;WEB;35
6475258;15/5/2017 0:00;VP Informe;WEB;9
6387954;25/5/2017 0:00;Bono;WEB;100
6387954;25/5/2017 0:00;VP Informe;WEB;35
6471722;25/5/2017 0:00;VP Informe;WEB;50
6497399;25/5/2017 0:00;VP Informe;WEB;15
6497379;25/5/2017 0:00;VP Informe;WEB;15
6497468;25/5/2017 0:00;VP Informe;WEB;15
6497468;25/5/2017 0:00;VP Informe;WEB;15
6493730;25/5/2017 0:00;VP Informe;WEB;35
6497734;25/5/2017 0:00;VP Informe;WEB;22
6331352;25/5/2017 0:00;VP Informe;CALLCENTER;50
6406201;1/4/2017 0:00;VP Informe;WEB;70
6406377;2/4/2017 0:00;VP Informe;WEB;15
6405845;2/4/2017 0:00;VP Informe;WEB;22
6398259;3/4/2017 0:00;VP Informe;WEB;18
6407440;3/4/2017 0:00;Bono;WEB;500
6407549;3/4/2017 0:00;VP Informe;WEB;22
6407156;27/4/2017 0:00;VP Informe;WEB;50
6407156;28/4/2017 0:00;VP Informe;WEB;25
6446777;28/4/2017 0:00;VP Informe;WEB;70
6447045;28/4/2017 0:00;VP Informe;WEB;9
6440593;15/5/2017 0:00;VP Informe;WEB;22
6461327;15/5/2017 0:00;Bono;CALLCENTER;300
6320040;15/5/2017 0:00;VP Informe;WEB;35
6475998;15/5/2017 0:00;VP Informe;WEB;15
6475998;15/5/2017 0:00;VP Informe;WEB;15
6475998;15/5/2017 0:00;VP Informe;WEB;15
6471833;15/5/2017 0:00;VP Informe;WEB;22
6496552;25/5/2017 0:00;Bono;CALLCENTER;200
6494511;25/5/2017 0:00;VP Informe;WEB;15
6482022;25/5/2017 0:00;VP Informe;WEB;22
6498542;26/5/2017 0:00;VP Informe;WEB;70
6498924;26/5/2017 0:00;VP Informe;WEB;15
6389279;26/5/2017 0:00;VP Informe;WEB;50
6499392;26/5/2017 0:00;VP Informe;WEB;15
6351141;3/4/2017 0:00;VP Informe;WEB;35
6321811;4/4/2017 0:00;VP Informe;WEB;22
6447307;28/4/2017 0:00;Bono;WEB;200
6443409;28/4/2017 0:00;Bono;CALLCENTER;300
6443770;29/4/2017 0:00;VP Informe;WEB;25
6448219;29/4/2017 0:00;VP Informe;WEB;15
6448219;29/4/2017 0:00;VP Informe;WEB;22
6477235;16/5/2017 0:00;VP Informe;WEB;22
6477629;16/5/2017 0:00;Bono;CALLCENTER;2460
6477700;16/5/2017 0:00;VP Informe;WEB;15
6500438;26/5/2017 0:00;VP Informe;WEB;22
6501164;27/5/2017 0:00;VP Informe;WEB;22
6501164;27/5/2017 0:00;VP Informe;WEB;22
6460658;28/5/2017 0:00;VP Informe;WEB;22
6501902;29/5/2017 0:00;VP Informe;WEB;15
6409843;4/4/2017 0:00;VP Informe;WEB;22
6410796;5/4/2017 0:00;Plan;CALLCENTER;210
6411073;5/4/2017 0:00;VP Informe;WEB;15
6368525;5/4/2017 0:00;VP Informe;CALLCENTER;22
6369691;5/4/2017 0:00;VP Informe;WEB;50
6411073;5/4/2017 0:00;VP Informe;WEB;22
6411073;5/4/2017 0:00;VP Informe;WEB;70
6401382;5/4/2017 0:00;Bono;WEB;100
6405050;5/4/2017 0:00;VP Informe;WEB;15
6405050;5/4/2017 0:00;VP Informe;WEB;15
6446621;29/4/2017 0:00;VP Informe;WEB;22
6448697;29/4/2017 0:00;VP Informe;WEB;22
6448697;29/4/2017 0:00;VP Informe;WEB;22
6449039;30/4/2017 0:00;VP Informe;WEB;22
6449039;30/4/2017 0:00;VP Informe;WEB;35
6386995;16/5/2017 0:00;VP Informe;WEB;35
