ID;FECHA_REGISTRO;CANAL_REGISTRO;FECHA_CLIENTE;CLIENTEPORCAMPA•AEMAIL;FORMAJURIDICA;SECTOR;DESC_SECTOR;ESTADO;DEPARTAMENTO;TAMA•O;ANTIGUEDAD;DIASCLIENTE;CONSUMOSTOTAL;EMPRESASUNICAS_CONSULT;NUM_COMPRAS;IMPORTE_COMPRAS
6382792;14/3/2017 16:26;WEB;14/3/2017 16:30;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;5;2;4;110
6341956;7/2/2017 18:03;WEB;7/2/2017 18:08;0;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;ATLANTICO;PEQUE•A;M†s de 10 A§os;0;11;6;4;172
6341240;7/2/2017 11:29;Directorios;8/5/2017 13:08;1;SOCIEDAD;J;INFORMACI‡N Y COMUNICACIONES;ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;90;1;1;1;35
6341757;7/2/2017 16:15;Directorios;13/6/2018 20:09;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;491;1;1;1;40
6320040;17/1/2017 10:50;Directorios;15/2/2017 10:35;1;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";INSOLVENTE;BOGOTA;PEQUE•A;M†s de 10 A§os;29;8;2;3;110
6321154;18/1/2017 10:33;Directorios;27/9/2018 12:26;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;617;7;3;3;100
6321245;18/1/2017 11:29;Directorios;18/1/2017 15:29;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;5;2;4;100
6322675;19/1/2017 13:08;SEM;5/6/2017 9:21;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;137;1;1;2;27
6323113;19/1/2017 18:00;Directorios;1/3/2021 17:32;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1502;4;2;2;50
6323866;20/1/2017 12:56;Directorios;20/1/2017 12:57;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6323407;20/1/2017 8:08;Directorios;20/1/2017 8:18;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6326580;24/1/2017 8:03;SEM;24/1/2017 8:40;0;SOCIEDAD;L;ACTIVIDADES INMOBILIARIAS;ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;0;45;13;14;464
6324868;21/1/2017 21:38;Directorios;19/2/2017 23:39;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;29;2;1;1;15
6326864;24/1/2017 10:56;Directorios;27/2/2017 16:39;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;34;1;1;1;22
6327419;24/1/2017 16:39;Directorios;26/12/2018 15:53;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;701;4;4;4;60
6327507;24/1/2017 17:52;WEB;24/1/2017 18:41;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;7;2;1;15
6326263;23/1/2017 17:29;Directorios;23/1/2017 17:37;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;1;1;15
6328221;25/1/2017 11:41;SEM;22/3/2017 10:51;1;SOCIEDAD;Q;ACTIVIDADES DE ATENCI‡N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;56;3;2;3;85
6328602;25/1/2017 15:54;Directorios;25/1/2017 15:57;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6327290;24/1/2017 15:44;WEB;24/1/2017 15:47;0;SOCIEDAD;H;TRANSPORTE Y ALMACENAMIENTO;ACTIVA;CUNDINAMARCA;GRANDE;M†s de 10 A§os;0;74;30;1;1000
6327586;24/1/2017 19:22;WEB;24/1/2017 19:22;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;22
6327680;24/1/2017 22:38;Directorios;18/5/2022 9:25;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1939;1;1;1;15
6323487;20/1/2017 9:13;SEM;20/1/2017 9:16;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6329735;26/1/2017 14:09;WEB;26/1/2017 14:16;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;2;2;92
6330197;26/1/2017 18:21;Directorios;26/1/2017 18:25;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;1;1;22
6328992;26/1/2017 4:58;Directorios;9/10/2018 5:45;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;621;1;1;1;25
6331792;28/1/2017 11:46;Directorios;28/1/2017 11:52;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;35
6330481;27/1/2017 8:52;WEB;2/2/2017 8:09;0;ESAL;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;ANTIOQUIA;MEDIANA;M†s de 10 A§os;6;3;2;1;200
6330489;27/1/2017 9:01;Directorios;29/10/2017 13:13;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;275;2;1;1;22
6330645;27/1/2017 10:06;SEM;27/1/2017 10:11;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;4;1;2;44
6332865;30/1/2017 10:56;WEB;2/2/2017 8:19;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;PEQUE•A;De 5 a 10 A§os;3;1;1;1;100
6333245;30/1/2017 14:45;Directorios;8/10/2018 19:42;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;616;2;2;2;50
6331895;28/1/2017 13:35;Directorios;28/1/2017 14:02;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6332096;28/1/2017 23:14;Directorios;9/9/2017 22:28;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;224;6;3;4;74
6334422;31/1/2017 11:54;Directorios;19/4/2017 11:27;0;SOCIEDAD;F;CONSTRUCCI‡N;ACTIVA;BOGOTA;MEDIANA;De 5 a 10 A§os;78;5989;5245;1;252
6334778;31/1/2017 15:59;WEB;31/1/2017 15:59;0;SOCIEDAD;Q;ACTIVIDADES DE ATENCI‡N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVA;BOGOTA;GRANDE;M†s de 10 A§os;0;1;1;1;50
6334909;31/1/2017 17:34;Directorios;31/1/2017 21:42;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;70
6333764;30/1/2017 20:28;Directorios;3/11/2022 15:01;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;2103;1;1;1;15
6333987;31/1/2017 8:45;WEB;9/2/2017 14:55;0;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;ANTIOQUIA;PEQUE•A;M†s de 10 A§os;9;1414;1153;1;252
6336307;1/2/2017 23:47;WEB;1/2/2017 23:47;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;1;1;15
6337320;2/2/2017 17:41;Directorios;2/2/2017 19:40;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;23;3;3;59
6337368;2/2/2017 18:52;WEB;2/2/2017 19:00;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;6;3;4;132
6337524;2/2/2017 22:39;WEB;7/9/2017 21:58;0;EMPRESARIO;C;INDUSTRIAS MANUFACTURERAS;INACTIVA;MAGDALENA;MICRO;De 5 a 10 A§os;217;1;1;1;22
6337558;3/2/2017 0:15;WEB;7/2/2017 13:55;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;5;30;6;5;82
6338002;3/2/2017 12:04;Directorios;23/5/2017 11:49;1;SOCIEDAD;B;EXPLOTACI‡N DE MINAS Y CANTERAS;ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;109;2;1;2;70
6338149;3/2/2017 13:41;Directorios;21/11/2017 14:19;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;291;1;1;1;15
6337658;3/2/2017 9:04;WEB;3/2/2017 9:07;0;SOCIEDAD;H;TRANSPORTE Y ALMACENAMIENTO;ACTIVA;ATLANTICO;GRANDE;M†s de 10 A§os;0;377;142;7;14500
6341064;7/2/2017 10:25;SEM;27/7/2020 16:09;1;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;1266;1;1;1;65
6339916;6/2/2017 11:52;Directorios;6/2/2017 11:58;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6363892;27/2/2017 8:40;Directorios;11/8/2018 21:15;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;531;1;1;1;15
6364020;27/2/2017 9:31;WEB;27/2/2017 14:58;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;CUNDINAMARCA;MEDIANA;M†s de 10 A§os;0;1;1;1;50
6362818;25/2/2017 10:23;SEM;25/2/2017 10:27;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;20;4;7;238
6362894;25/2/2017 11:29;WEB;25/2/2017 11:29;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;1;2;44
6362917;25/2/2017 11:54;SEM;25/2/2017 12:20;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;1;3;59
6363099;25/2/2017 15:53;Directorios;25/2/2017 16:02;0;EMPRESARIO;H;TRANSPORTE Y ALMACENAMIENTO;ACTIVA;CUNDINAMARCA;MICRO;De 3 a 5 A§os;0;3;2;1;22
6383343;15/3/2017 8:13;WEB;15/3/2017 8:13;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;3;3;66
6365854;28/2/2017 12:11;WEB;28/2/2017 16:30;0;EMPRESARIO;C;INDUSTRIAS MANUFACTURERAS;INACTIVA;RISARALDA;MICRO;De 5 a 10 A§os;0;1;1;1;70
6343348;8/2/2017 16:46;WEB;8/2/2017 16:54;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;ANTIOQUIA;PEQUE•A;De 5 a 10 A§os;0;5;3;3;52
6342412;8/2/2017 9:03;Directorios;15/8/2017 16:53;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;188;22;11;1;414
6342569;8/2/2017 10:18;Directorios;8/2/2017 11:35;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;16;8;9;485
6364953;27/2/2017 16:48;WEB;13/9/2017 15:21;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;198;1;1;1;22
6344663;9/2/2017 16:18;Directorios;21/10/2021 11:05;0;EMPRESARIO;Q;ACTIVIDADES DE ATENCI‡N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;INACTIVA;BOGOTA;MICRO;M†s de 10 A§os;1715;1;1;1;15
6343970;9/2/2017 10:19;SEM;19/4/2018 10:21;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;434;2;2;2;220
6344034;9/2/2017 10:42;WEB;9/2/2017 11:46;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;4;2;1;100
6344872;9/2/2017 18:43;WEB;9/2/2017 18:52;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6347456;13/2/2017 10:31;Directorios;10/1/2019 13:42;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;696;5;1;2;50
6347815;13/2/2017 12:48;Directorios;31/7/2020 9:43;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1264;1;1;1;35
6347827;13/2/2017 12:57;Directorios;21/12/2020 9:30;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1407;1;1;1;9
6347153;13/2/2017 8:01;Directorios;1/5/2020 12:55;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1173;1;1;1;15
6347285;13/2/2017 9:12;WEB;13/2/2017 9:50;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;10;3;6;197
6349115;14/2/2017 11:13;WEB;14/2/2017 11:25;0;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;ANTIOQUIA;MEDIANA;M†s de 10 A§os;0;2;2;2;44
6348266;13/2/2017 16:56;Directorios;3/7/2017 14:30;0;EMPRESARIO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;CHOCO;MICRO;M†s de 10 A§os;140;1;1;1;22
6348513;13/2/2017 20:22;Directorios;29/7/2019 16:11;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;896;1;1;1;15
6348770;14/2/2017 8:11;Directorios;14/2/2017 8:26;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;2;1;22
6344419;9/2/2017 14:20;Directorios;5/9/2019 12:03;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;938;4;2;5;220
6349363;14/2/2017 13:12;WEB;7/1/2021 13:01;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1423;2;2;2;50
6349995;14/2/2017 19:58;Directorios;24/2/2020 9:58;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1105;1;1;1;15
6345831;10/2/2017 15:24;WEB;10/2/2017 16:22;0;EMPRESARIO;C;INDUSTRIAS MANUFACTURERAS;INACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;1;1;1;15
6351953;16/2/2017 10:34;WEB;16/2/2017 10:37;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;SANTANDER;PEQUE•A;De 5 a 10 A§os;0;13;6;1;200
6350972;15/2/2017 14:07;Directorios;23/2/2017 15:04;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;8;1;1;1;9
6351244;15/2/2017 16:31;WEB;15/2/2017 16:46;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6351270;15/2/2017 16:42;Directorios;15/2/2017 17:23;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;1;2;44
6350215;15/2/2017 6:36;Directorios;13/5/2020 20:45;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1184;1;1;1;65
6353398;17/2/2017 10:46;WEB;21/9/2017 18:17;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;216;161;85;20;965
6353456;17/2/2017 11:08;WEB;17/2/2017 11:08;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;4;4;4;60
6353515;17/2/2017 11:43;WEB;17/2/2017 12:13;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;53;24;9;227
6352223;16/2/2017 12:26;SEM;16/2/2017 12:30;0;SOCIEDAD;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO;ACTIVA;CALDAS;MEDIANA;M†s de 10 A§os;0;2;2;2;85
6352351;16/2/2017 13:48;WEB;16/2/2017 13:53;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;22
6352957;16/2/2017 22:12;Directorios;26/11/2019 16:25;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1013;1;1;1;65
6354310;18/2/2017 6:04;Directorios;1/3/2017 14:07;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;11;7;2;2;50
6356303;20/2/2017 14:40;Directorios;29/5/2019 9:50;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;828;1;1;1;15
6356780;20/2/2017 19:41;SEM;20/2/2017 19:52;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;3;3;66
6355498;20/2/2017 8:23;WEB;2/1/2018 9:16;1;SOCIEDAD;H;TRANSPORTE Y ALMACENAMIENTO;ACTIVA;CUNDINAMARCA;MEDIANA;M†s de 10 A§os;316;1;1;1;35
6355570;20/2/2017 9:06;Directorios;20/2/2017 9:24;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
6355789;20/2/2017 10:39;Directorios;20/2/2017 10:56;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;VALLE;MEDIANA;M†s de 10 A§os;0;18;11;10;382
6358048;21/2/2017 17:11;WEB;21/2/2017 17:23;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;110
6357236;21/2/2017 10:31;Directorios;9/3/2022 18:56;0;EMPRESARIO;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;ACTIVA;CORDOBA;MICRO;De 3 a 5 A§os;1842;1;1;1;15
6357566;21/2/2017 13:23;Directorios;22/3/2018 16:21;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;394;1;1;2;30
6358452;22/2/2017 8:00;Directorios;26/8/2017 15:19;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;185;1;1;1;70
6358753;22/2/2017 10:36;Directorios;23/2/2017 10:20;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1;1;1;1;15
6360843;23/2/2017 14:30;Directorios;23/2/2017 14:36;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;14
6359902;22/2/2017 21:08;SEM;22/2/2017 21:32;0;SOCIEDAD;P;EDUCACI‡N;ACTIVA;BOGOTA;PEQUE•A;De 5 a 10 A§os;0;9;2;4;107
6359991;23/2/2017 2:14;Directorios;27/2/2017 3:04;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;4;3;3;3;66
6360385;23/2/2017 10:50;WEB;23/2/2017 14:43;0;ESAL;S;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVA;RISARALDA;MICRO;M†s de 10 A§os;0;1;1;1;22
6361379;23/2/2017 23:29;SEM;8/3/2017 15:17;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;13;1;1;1;22
6310095;4/1/2017 9:46;WEB;4/1/2017 17:11;0;SOCIEDAD;B;EXPLOTACI‡N DE MINAS Y CANTERAS;ACTIVA;BOGOTA;GRANDE;M†s de 10 A§os;0;6;4;3;150
6308943;2/1/2017 14:22;Directorios;2/1/2017 14:41;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;21
6310382;4/1/2017 13:15;Directorios;28/1/2021 21:04;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;ATLANTICO;GRANDE;M†s de 10 A§os;1485;1;1;1;35
